symbol,macro,industry,basic
MTL,Consumer Services,Retailing,Speciality Retail
MTNL,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
MTPL,Financial Services,Finance,Non Banking Financial Company (NBFC)
MUDRA,Financial Services,Finance,Other Financial Services
MUFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
MUFTI,Consumer Services,Retailing,Speciality Retail
MUKANDLTD,Capital Goods,Industrial Products,Iron & Steel Products
MUKATPIP,Capital Goods,Industrial Products,Iron & Steel Products
MUKESHB,Financial Services,Finance,Non Banking Financial Company (NBFC)
MUKKA,Fast Moving Consumer Goods,Food Products,Animal Feed
MUKTA,Services,Commercial Services & Supplies,Trading & Distributors
MUKTAARTS,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
MUL,Capital Goods,Industrial Products,Other Industrial Products
MULLER,Services,Commercial Services & Supplies,Trading & Distributors
MULTIBASE,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
MULTIIN,Services,Commercial Services & Supplies,Diversified Commercial Services
MUNCAPM,Financial Services,Capital Markets,Stockbroking & Allied
MUNJALAU,Automobile and Auto Components,Auto Components,Auto Components & Equipments
MUNJALSHOW,Automobile and Auto Components,Auto Components,Auto Components & Equipments
MUNOTHFI,Financial Services,Finance,Other Financial Services
MURUDCERA,Consumer Durables,Consumer Durables,Ceramics
MUTHOOTCAP,Financial Services,Finance,Non Banking Financial Company (NBFC)
MUTHOOTFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
MUTHOOTMF,Financial Services,Finance,Microfinance Institutions
MVGJL,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
MWL,Capital Goods,Industrial Products,Iron & Steel Products
MYMONEY,Financial Services,Capital Markets,Stockbroking & Allied
MYSORPETRO,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
MYSTICELE,Services,Commercial Services & Supplies,Trading & Distributors
NACDAC,Construction,Construction,Civil Construction
NACLIND,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NAGPI,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
NAGREEKCAP,Financial Services,Finance,Investment Company
NAGREEKEXP,Textiles,Textiles & Apparels,Other Textile Products
NAGTECH,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NAHARCAP,Financial Services,Finance,Investment Company
NAHARINDUS,Textiles,Textiles & Apparels,Other Textile Products
NAHARPOLY,Capital Goods,Industrial Products,Packaging
NAHARSPING,Textiles,Textiles & Apparels,Other Textile Products
NAKSH,Automobile and Auto Components,Automobiles,Auto -Dealer
NAM,Financial Services,Finance,Other Financial Services
NAM-INDIA,Financial Services,Capital Markets,Asset Management Company
NANTA,Consumer Durables,Consumer Durables,Consumer Electronics
NAPEROL,Financial Services,Finance,Investment Company
NAPL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NAPSGLOBAL,Textiles,Textiles & Apparels,Other Textile Products
NARMADA,Fast Moving Consumer Goods,Food Products,Animal Feed
NARMADESH,Capital Goods,Industrial Products,Other Industrial Products
NARMP,Capital Goods,Industrial Products,Plastic Products - Industrial
NARPROP,Realty,Realty,"Residential, Commercial Projects"
NATCAPSUQ,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NATCOPHARM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NATFIT,Capital Goods,Industrial Products,Iron & Steel Products
NATGENI,Capital Goods,Industrial Products,Iron & Steel Products
NATHBIOGEN,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NATHIND,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
NATHUEC,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NATIONALUM,Metals & Mining,Non - Ferrous Metals,Aluminium
NATIONSTD,Realty,Realty,"Residential, Commercial Projects"
NATPLAS,Capital Goods,Industrial Products,Plastic Products - Industrial
NATPLASTI,Capital Goods,Industrial Products,Plastic Products - Industrial
NATPLY,Forest Materials,"Paper, Forest & Jute Products",Forest Products
NATRAJPR,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NATURAL,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NAUKRI,Consumer Services,Retailing,Internet & Catalogue Retail
NAVA,Power,Power,Power Generation
NAVIGANT,Financial Services,Finance,Other Financial Services
NAVINFLUOR,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NAVKARCORP,Services,Transport Services,Logistics Solution Provider
NAVKARURB,Construction,Construction,Civil Construction
NAVNETEDUL,Fast Moving Consumer Goods,Household Products,Stationary
NAZARA,"Media, Entertainment & Publication",Entertainment,Digital Entertainment
NBCC,Construction,Construction,Civil Construction
NBFOOT,Consumer Durables,Consumer Durables,Leather And Leather Products
NBL,Information Technology,IT - Software,Computers - Software & Consulting
NCC,Construction,Construction,Civil Construction
NCCBLUE,Fast Moving Consumer Goods,Food Products,Seafood
NCLIND,Construction Materials,Cement & Cement Products,Cement & Cement Products
NCLRESE,Financial Services,Finance,Non Banking Financial Company (NBFC)
NCML,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
NDASEC,Financial Services,Finance,Other Financial Services
NDL,Textiles,Textiles & Apparels,Other Textile Products
NDLVENTURE,Financial Services,Finance,Other Financial Services
NDRAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NDTV,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
NEAGI,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
NECCLTD,Services,Transport Services,Logistics Solution Provider
NECLIFE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NEELKAN,Construction Materials,Other Construction Materials,Other Construction Materials
NEELKANTH,Services,Commercial Services & Supplies,Trading & Distributors
NEERAJ,Services,Commercial Services & Supplies,Trading & Distributors
NEETUYOSHI,Capital Goods,Industrial Products,Castings & Forgings
NEIL,Financial Services,Finance,Non Banking Financial Company (NBFC)
NELCAST,Capital Goods,Industrial Products,Castings & Forgings
NELCO,Information Technology,IT - Hardware,Computers Hardware & Equipments
NEOGEN,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NEOINFRA,Realty,Realty,"Residential, Commercial Projects"
NEPHROPLUS,Healthcare,Healthcare Services,Healthcare Service Provider
NEPLOG,Services,Transport Services,Logistics Solution Provider
NESCO,Services,Commercial Services & Supplies,Diversified Commercial Services
NESTLEIND,Fast Moving Consumer Goods,Food Products,Packaged Foods
NETLINK,Information Technology,IT - Software,Software Products
NETPIX,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
NETTLINX,Telecommunication,Telecom - Services,Other Telecom Services
NETWEB,Information Technology,IT - Services,IT Enabled Services
NETWORK18,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
NEUEON,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NEULANDLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NEWGEN,Information Technology,IT - Software,Computers - Software & Consulting
NEWINFRA,Services,Commercial Services & Supplies,Trading & Distributors
NEWLIGHT,Services,Commercial Services & Supplies,Trading & Distributors
NEWMKTAVE,Information Technology,IT - Software,Software Products
NEWTRAC,Services,Commercial Services & Supplies,Trading & Distributors
NEXOME,Financial Services,Finance,Other Financial Services
NEXT30ADD,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
NEXTMEDIA,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
NEXUSSURGL,Financial Services,Finance,Other Financial Services
NEXXUS,Chemicals,Chemicals & Petrochemicals,Petrochemicals
NFL,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NGIL,Fast Moving Consumer Goods,Food Products,Packaged Foods
NGIND,Healthcare,Healthcare Services,Healthcare Service Provider
NGLFINE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NH,Healthcare,Healthcare Services,Hospital
NHCFOODS,Fast Moving Consumer Goods,Food Products,Other Food Products
NHL,Consumer Services,Leisure Services,"Tour, Travel Related Services"
NHPC,Power,Power,Power Generation
NIACL,Financial Services,Insurance,General Insurance
NIBE,Capital Goods,Aerospace & Defense,Aerospace & Defense
NIBL,Capital Goods,Industrial Products,Abrasives & Bearings
NICCOPAR,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
NIDHGRN,Construction Materials,Other Construction Materials,Other Construction Materials
NIFTYBEES,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
NIHARINF,Information Technology,IT - Software,Software Products
NIITLTD,Consumer Services,Other Consumer Services,Education
NIITMTS,Consumer Services,Other Consumer Services,Education
NIKHILAD,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NIKKIGL,Financial Services,Finance,Non Banking Financial Company (NBFC)
NIKSTECH,Information Technology,IT - Software,Computers - Software & Consulting
NILACHAL,Capital Goods,Industrial Products,Electrodes & Refractories
NILAINFRA,Realty,Realty,"Residential, Commercial Projects"
NILASPACES,Realty,Realty,"Residential, Commercial Projects"
NILE,Metals & Mining,Minerals & Mining,Industrial Minerals
NILKAMAL,Consumer Durables,Consumer Durables,Plastic Products - Consumer
NIMBSPROJ,Realty,Realty,"Residential, Commercial Projects"
NINSYS,Information Technology,IT - Software,Computers - Software & Consulting
NIPPOBATRY,Fast Moving Consumer Goods,Household Products,Household Products
NIRAJ,Construction,Construction,Civil Construction
NIRAVCOM,Services,Commercial Services & Supplies,Trading & Distributors
NIRLON,Services,Commercial Services & Supplies,Diversified Commercial Services
NIRMITEE,Services,Commercial Services & Supplies,Diversified Commercial Services
NISMGMT,Consumer Services,Other Consumer Services,Other Consumer Services
NISUS,Financial Services,Finance,Holding Company
NITCO,Consumer Durables,Consumer Durables,Ceramics
NITINCAST,Capital Goods,Industrial Products,Castings & Forgings
NITINSPIN,Textiles,Textiles & Apparels,Other Textile Products
NITTAGELA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NIVABUPA,Financial Services,Insurance,General Insurance
NIVAKA,Textiles,Textiles & Apparels,Trading - Textile Products
NIYOGIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
NKIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
NLCINDIA,Power,Power,Power Generation
NLFL,Financial Services,Finance,Non Banking Financial Company (NBFC)
NMDC,Metals & Mining,Minerals & Mining,Industrial Minerals
NMSGLOBAL,Services,Commercial Services & Supplies,Trading & Distributors
NOBPOL,Capital Goods,Industrial Products,Plastic Products - Industrial
NOCIL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NOIDATOLL,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity"
NOL,Chemicals,Chemicals & Petrochemicals,Industrial Gases
NORBTEAEXP,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
NORRIS,Services,Commercial Services & Supplies,Trading & Distributors
NORTHARC,Financial Services,Finance,Non Banking Financial Company (NBFC)
NORTHLINK,Financial Services,Finance,Non Banking Financial Company (NBFC)
NOUVEAU,Services,Commercial Services & Supplies,Trading & Distributors
NOVAAGRI,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NOVARTIND,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NOVATEOR,Fast Moving Consumer Goods,Personal Products,Personal Care
NOVELIX,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
NOVIS,Capital Goods,Industrial Products,Iron & Steel Products
NOVUS,"Media, Entertainment & Publication",Media,Web based media and service
NPFL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NPL,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NPRFIN,Financial Services,Finance,Other Financial Services
NPST,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
NRAIL,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
NRBBEARING,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSBBPO,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
NSDL,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
NSIL,Financial Services,Finance,Investment Company
NSL,Services,Commercial Services & Supplies,Trading & Distributors
NSLNISP,Metals & Mining,Ferrous Metals,Iron & Steel
NTCIND,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
NTPC,Power,Power,Power Generation
NTPCGREEN,Power,Power,Power Generation
NUCLEUS,Information Technology,IT - Software,Software Products
NUKLEUS,Services,Commercial Services & Supplies,Diversified Commercial Services
NURECA,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
NUTECGLOB,Textiles,Textiles & Apparels,Other Textile Products
NUTRICIRCLE,Fast Moving Consumer Goods,Food Products,Other Food Products
NUVAMA,Financial Services,Capital Markets,Stockbroking & Allied
NUVOCO,Construction Materials,Cement & Cement Products,Cement & Cement Products
NVENTURES,Metals & Mining,Non - Ferrous Metals,Precious Metals
NWIL,Fast Moving Consumer Goods,Food Products,Packaged Foods
NYKAA,Consumer Services,Retailing,E-Retail/ E-Commerce
NYSSACORP,Services,Commercial Services & Supplies,Trading & Distributors
OAL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
OASISEC,Financial Services,Finance,Non Banking Financial Company (NBFC)
OBCL,Services,Transport Services,Logistics Solution Provider
OBEROIRLTY,Realty,Realty,"Residential, Commercial Projects"
OCCLLTD,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
OCEANIC,Fast Moving Consumer Goods,Food Products,Other Food Products
OCTAL,Financial Services,Finance,Non Banking Financial Company (NBFC)
OCTAVE,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
OCTAVIUSPL,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
OCTAWARE,Information Technology,IT - Services,IT Enabled Services
ODIGMA,Information Technology,IT - Services,IT Enabled Services
ODYCORP,Financial Services,Finance,Non Banking Financial Company (NBFC)
ODYSSEY,Information Technology,IT - Software,Software Products
OFSS,Information Technology,IT - Software,Software Products
OIL,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
OILCOUNTUB,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
OIVL,Services,Commercial Services & Supplies,Trading & Distributors
OKPLA,Consumer Durables,Consumer Durables,Leisure Products
OLAELEC,Automobile and Auto Components,Automobiles,2/3 Wheelers
OLATECH,Information Technology,IT - Software,Software Products
OLECTRA,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
OLPCL,Consumer Durables,Consumer Durables,Leisure Products
OLYMPTX,Consumer Services,Retailing,Internet & Catalogue Retail
OLYOI,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
OMAXAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
OMAXE,Realty,Realty,"Residential, Commercial Projects"
OMEAG,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
OMEGAIN,Information Technology,IT - Software,Software Products
OMFREIGHT,Services,Transport Services,Logistics Solution Provider
OMINFRAL,Construction,Construction,Civil Construction
OMKARPH,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
OML,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
OMNI,Capital Goods,Industrial Manufacturing,Industrial Products
OMNIAX,Information Technology,IT - Software,Software Products
OMNIPOTENT,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
OMNITEX,Textiles,Textiles & Apparels,Other Textile Products
OMPOWER,Construction,Construction,Civil Construction
ONEGLOBAL,Healthcare,Healthcare Services,Healthcare Service Provider
ONELIFECAP,Financial Services,Capital Markets,Stockbroking & Allied
